###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
58888.30762,0,0,0,0,o,0,-2,46.00656,12.89139,192.26,471.63,2.5,1.96,70.2,-0.453,18.63,18.98,01a58888o0231o
58888.31325,0,0,0,0,o,0,-2,46.00778,12.89202,137.17,389.85,2.57,2.06,63.3,-0.426,18.58,18.95,01a58888o0243o
58888.32396,0,0,0,0,o,0,-2,46.01011,12.89322,125.21,505.37,2.52,2.15,64,-0.474,18.52,18.88,01a58888o0266o
58889.2979,7.841,0.195,2652335,516070,o,0,0,46.22767,13.00343,643.72,263.78,3.66,3.15,40.1,-0.4,18.31,19.3,01a58889o0186o
58889.29836,7.104,0.045,5229335,233378,o,0,0,46.22777,13.00348,9516.7,10468.6,3.49,2.93,-71.2,-0.307,18.44,19.25,01a58889o0187o
58889.30127,7.711,0.254,2989080,758146,o,0,0,46.22841,13.0038,665.67,302.48,3.57,3.16,43.3,-0.418,18.34,19.29,01a58889o0193o
58889.30173,8.171,0.052,1956773,102203,o,0,0.39,46.22851,13.00386,9538.4,10507.9,3.57,2.77,-76.6,-0.308,18.43,19.23,01a58889o0194o
58889.3073,0,0,0,0,o,0,-2,46.22975,13.00448,566.21,178.55,3.67,3.14,28.4,-0.42,18.31,19.26,01a58889o0206o
58889.30776,-9.022,0.343,-893969,306593,o,0,0,46.22985,13.00453,9479.71,10429.37,3.83,3.6,-53.1,-0.278,18.18,19.14,01a58889o0207o
58889.31749,8.422,0.402,1552817,623844,o,0,0,46.23201,13.00563,597.78,337.4,4.48,3.68,14.2,-0.382,18.02,19.14,01a58889o0228o
58893.24309,0,0,0,0,o,0,-2,47.15021,13.45307,1015.22,9577.42,2.82,2.26,-80.6,-0.406,17.92,18.91,01a58893o0085o
58893.24634,0,0,0,0,o,0,-2,47.15098,13.45344,1036.4,9616.21,2.58,2.13,-82.9,-0.417,18.54,19.52,01a58893o0091o
58893.25194,0,0,0,0,o,0,-2,47.1523,13.45408,979.11,9534.83,2.34,2.01,86.7,-0.413,18.71,19.95,01a58893o0102o
58893.269,-7.727,0.954,-2947069,2810907,o,0,0,47.15635,13.45602,1011.55,9695.44,3.06,2.8,-84.6,-0.367,16.92,19.04,01a58893o0137o
58899.29829,9.536,0.055,556628,30524,c,0,11.79,48.68896,14.15026,5938.29,457.12,3.43,3.18,-55.9,-0.369,19.09,20.97,02a58899o0159c
58899.3016,9.213,0.034,749240,25419,c,0,15.58,48.68983,14.15064,5918.12,417.6,3.51,3.25,-48.4,-0.389,19.09,20.96,02a58899o0166c
58899.30681,9.406,0.046,627439,28995,c,0,7.47,48.6912,14.15123,5974.3,497.2,3.42,3.12,-55.6,-0.37,19.13,20.96,02a58899o0177c
58899.31733,8.599,0.013,1319515,16883,c,0,7.96,48.69396,14.15244,5989.85,382.14,4.46,4.16,-82.1,-0.441,18.77,20.93,02a58899o0199c
58901.22228,0,0,0,0,o,0,-2,49.20802,14.37289,2959.49,7878.85,2.44,1.91,-85.1,-0.419,19.14,19.76,01a58901o0038o
58901.22617,0,0,0,0,o,0,-2,49.20906,14.37334,2981.38,7916.49,2.5,2.01,-86.4,-0.414,19.31,20.22,01a58901o0046o
58901.2316,0,0,0,0,o,0,-2,49.21052,14.37397,2924.61,7835.24,2.36,1.85,-86.3,-0.425,19.49,20.43,01a58901o0057o
58901.24168,0,0,0,0,o,0,-2,49.21322,14.37513,2911.02,7950.53,2.6,2.09,-84.7,-0.404,19.39,20.47,01a58901o0077o
58903.21983,0,-9.671,0,2.68142E+13,c,0,0,49.76109,14.60409,3931.61,1344.92,2.66,2.46,55.4,-0.418,18.41,19.45,02a58903o0028c
58903.22317,0,0,0,0,c,0,-2,49.76201,14.60448,3865.23,1261.95,2.61,2.46,69.1,-0.422,18.96,20.19,02a58903o0035c
58903.2292,0,0,0,0,c,0,-2,49.76367,14.60517,3920.95,1341.12,2.6,2.51,87.7,-0.411,19.4,20.92,02a58903o0048c
58903.23901,0,0,0,0,c,0,-2,49.76637,14.6063,3936.5,1222.22,2.62,2.46,-65.1,-0.423,19.47,21.12,02a58903o0069c
58905.26848,0,0,0,0,o,0,-2,50.34294,14.84114,1840.69,9008.72,2.28,1.84,-83,-0.422,19.61,20.62,01a58905o0136o
58905.27172,0,0,0,0,o,0,-2,50.34386,14.84151,1862.98,9046.97,2.08,1.74,-77.5,-0.43,19.6,20.6,01a58905o0143o
58905.27691,0,0,0,0,o,0,-2,50.34533,14.84211,1806.69,8967.88,2.2,1.8,-81.7,-0.421,19.58,20.56,01a58905o0154o
58905.28804,0,0,0,0,o,0,-2,50.3485,14.84338,1792.65,9082.03,2.35,1.98,-81.1,-0.41,19.51,20.51,01a58905o0178o
58911.22798,0,0,0,0,o,0,-2,52.1178,15.52828,7945.35,9422.9,2.23,2.19,-82.2,-0.437,18.91,19.29,02a58911o0014o
58911.23074,0,0,0,0,o,0,-2,52.11863,15.52859,7925.29,9384.26,2.25,2.19,-75.1,-0.429,18.98,19.4,02a58911o0020o
58911.24753,7.451,0,3796690,0,o,0,0,52.12372,15.5305,8012.97,9511.78,2.43,2.08,-53.9,-0.433,19.01,19.47,02a58911o0055o
58911.25837,7.462,0.244,3760527,917007,o,0,0,52.12701,15.53174,8037.8,9396.87,2.52,2.17,-52.9,-0.428,18.93,19.43,02a58911o0077o
58913.26684,0,0,0,0,o,0,-2,52.75113,15.76173,8027.38,2838.48,2.68,2.19,-3.9,-0.314,18.94,19.47,01a58913o0073o
58913.2701,0,0,0,0,o,0,-2,52.75214,15.7621,8048.11,2876.71,2.54,2.06,-5.1,-0.329,18.96,19.45,01a58913o0080o
58913.27614,0,0,0,0,o,0,-2,52.75402,15.76278,7992.55,2800.54,2.51,2.14,-9.2,-0.336,18.95,19.39,01a58913o0093o
58913.28725,0,0,0,0,o,0,-2,52.75747,15.76404,7978.09,2917.53,2.47,2.09,-8.6,-0.331,18.89,19.3,01a58913o0117o
58917.22059,0,0,0,0,o,0,-2,54.0157,16.21101,344.3,1965.78,1.92,1.75,-11.1,-0.397,18.3,18.04,01a58917o0020o
58917.22105,0,0,0,0,o,0,-2,54.01584,16.21106,344.61,1965.47,1.92,1.79,-10.3,-0.396,18.36,18.14,01a58917o0021o
58917.22776,0,0,0,0,o,0,-2,54.018,16.21181,310.15,1924.28,2.1,1.87,-16,-0.399,18.77,18.92,01a58917o0035o
58917.24267,0,0,0,0,o,0,-2,54.0228,16.21348,302.59,2038.92,2.02,1.85,-22,-0.408,18.8,18.98,01a58917o0066o
58931.24176,7.915,0.264,2476880,653972,c,0,0,58.8493,17.74843,1552.85,9102.06,2.43,2.13,-44.8,-0.441,19.29,20.63,02a58931o0053c
58931.2456,0,0,0,0,c,0,-2,58.85068,17.74883,1486.11,9017.56,2.5,2.22,-41.2,-0.442,19.29,20.64,02a58931o0061c
58931.25117,0,0,0,0,c,0,-2,58.85269,17.74942,1538.48,9096.34,2.48,2.24,-48.3,-0.433,19.27,20.64,02a58931o0073c
58931.2636,0,0,0,0,c,0,-2,58.85717,17.75071,1551.86,8978.34,2.45,2.11,-44.6,-0.437,19.24,20.59,02a58931o0100c
58947.23714,0,0,0,0,o,0,-2,64.93828,19.34353,9678.27,4526.93,2.57,2.43,-67.5,-0.436,18.07,18.29,02a58947o0035o
58947.24223,9.357,0.175,656300,114551,o,0,0,64.94029,19.34399,9700.24,4532.99,2.96,2.8,-67.1,-0.431,17.98,18.3,02a58947o0046o
58947.24543,0,0,0,0,o,0,-2,64.94155,19.34429,9710.5,4566.45,2.67,2.5,-62.8,-0.433,17.99,18.28,02a58947o0053o
58947.27452,-10.209,0.637,-299433,190717,o,0,0,64.95305,19.34695,9750.8,4499.95,2.75,2.67,13.3,-0.388,17.71,17.92,02a58947o0066o
58961.23257,9.607,0.222,521335,115481,o,0,0,70.67064,20.54646,3338.59,10219.67,3.17,3.04,1.6,-0.284,17.52,18.14,01a58961o0005o
58961.23536,8.784,0.076,1112948,84718,o,0,0,70.67181,20.54667,3360.98,10258.85,3.15,2.96,6.5,-0.372,17.97,18.68,01a58961o0011o
58961.24187,0,0,0,0,o,0,-2,70.67454,20.54717,3260.25,10135.59,2.29,2.17,-6.7,-0.34,18.47,19.23,01a58961o0025o
58961.25206,0,0,0,0,o,0,-2,70.67882,20.54796,3246.95,10251.52,2.43,2.36,-24,-0.323,18.49,19.36,01a58961o0047o
